,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVE SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,PERSONAL PRONOUN,AVG WORD LENGTH
0,37.0,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,73,33,0.377358487006052,0.09925093623665641,22.974358974358974,61.84357541899441,33.92717375734136,22.974358974358974,1107,1191,1,5.8
1,38.0,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,65,38,0.26213591978508816,0.14862914841467656,19.901408450704224,50.88589652728561,28.314921991195934,20.185714285714287,718,834,7,5.007087172218285
2,39.0,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,73,35,0.3518518485939644,0.11428571416477702,20.0,58.76470588235294,31.50588235294118,20.0,999,1063,3,5.539411764705882
3,40.0,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,71,25,0.47916666167534727,0.12182741101290938,19.89156626506024,54.0,29.556626506024102,19.89156626506024,891,999,17,4.916969696969697
4,41.0,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,57,25,0.3902438976799525,0.08807733610303187,21.341463414634145,54.45146467547387,30.317171236043208,21.341463414634145,948,1065,16,5.243538196438828
5,42.0,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,52,22,0.40540539992695407,0.10787171995937067,22.050847457627118,55.81216320246344,31.145204264036224,22.050847457627118,725,774,21,5.1639722863741335
6,43.0,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,27,12,0.384615374753452,0.09873417696522993,16.02173913043478,54.421768707483,28.17740313516711,16.02173913043478,400,444,7,5.22312925170068
7,44.0,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
8,45.0,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,42,13,0.5272727176859506,0.13853904247219384,20.194444444444443,56.473829201101935,30.667309458218554,20.194444444444443,410,450,2,4.954545454545454
9,46.0,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,76,40,0.3103448249108205,0.11016144339016005,25.13953488372093,56.189151599443676,32.53147459326584,25.13953488372093,1212,1267,11,5.049605934167825
10,47.0,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,56,61,-0.04273504236978597,0.10399999990755554,17.286956521739132,61.993927125506076,31.712353458898082,17.286956521739132,1225,1265,1,5.347672064777328
11,48.0,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,45,19,0.4062499936523439,0.09523809509637188,21.763636363636362,59.48203842940685,32.498269917217286,21.763636363636362,712,744,10,5.58312447786132
12,49.0,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,34,23,0.1929824527546938,0.08321167871063989,16.675675675675677,53.98373983739837,28.263766205229615,16.675675675675677,664,805,6,5.178861788617886
13,50.0,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,71,24,0.49473683689750697,0.12385919149431657,21.696202531645568,51.117647058823536,29.12553983618764,21.696202531645568,869,929,33,4.965294117647058
14,51.0,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,74,23,0.5257731904559465,0.11200923774594776,19.819277108433734,55.819622181596586,30.25555971601213,19.819277108433734,916,1022,11,5.24558196221816
15,52.0,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,28,0,0.9999999642857155,0.10071942409813157,22.90909090909091,58.92857142857143,32.73506493506493,22.90909090909091,297,317,0,5.567460317460317
16,53.0,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,102,39,0.44680850746944323,0.18479685427942746,226.0,50.88495575221239,110.75398230088496,226.0,920,962,15,4.81858407079646
17,54.0,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,33,0,0.9999999696969707,0.061913695943876745,17.089285714285715,59.72803347280335,30.726927674835622,17.4,571,587,0,5.319037656903766
18,55.0,https://insights.blackcoffer.com/evolution-of-advertising-industry/,15,6,0.4285714081632663,0.052109181012136026,17.142857142857142,56.94444444444444,29.634920634920633,17.5609756097561,410,444,1,5.643055555555556
19,56.0,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,5,4,0.11111109876543349,0.05294117615916955,24.23076923076923,58.0952380952381,32.930402930402934,24.23076923076923,183,203,2,5.526984126984127
